Time [ms],,,Intensity
2414684,,,41773
2415142,,,39624
2415600,,,38650
2416058,,,39326
2416516,,,42239
2416973,,,44591
2417432,,,45954
2417890,,,46431
2418348,,,44646
2418806,,,42477
2419264,,,40587
2419721,,,40644
2420180,,,42711
2420638,,,46385
2421095,,,50483
2421553,,,54614
2422011,,,56697
2422469,,,57274
2422927,,,56041
2423384,,,56021
2423843,,,56184
2424301,,,57085
2424759,,,57577
2425216,,,57432
2425675,,,57503
2426133,,,58823
2426591,,,60550
2427049,,,63057
2427507,,,66167
2427964,,,66569
2428423,,,63732
2428881,,,60902
2429339,,,59983
2429797,,,65155
2430255,,,78142
2430712,,,95924
2431171,,,110686
2431629,,,117669
2432087,,,108959
2432544,,,89090
2433002,,,67996
2433460,,,53360
2433918,,,45082
2434375,,,41578
2434834,,,40515
2435292,,,41197
2435750,,,42251
2436208,,,43468
2436666,,,44178
2437124,,,44312
2437582,,,43711
2438040,,,44551
2438498,,,48322
2438956,,,56174
2439414,,,64291
2439872,,,67497
2440330,,,64759
2440788,,,59340
2441246,,,53586
2441704,,,51687
2442162,,,54195
2442620,,,60200
2443078,,,65015
2443536,,,67089
2443993,,,65374
2444451,,,61012
2444909,,,56285
2445366,,,53316
2445825,,,52403
2446283,,,55402
2446741,,,58855
2447199,,,61588
2447657,,,60203
2448115,,,54839
2448573,,,48351
2449031,,,42898
2449488,,,39966
2449947,,,39161
2450404,,,39830
2450863,,,41418
2451321,,,44025
2451779,,,46451
2452236,,,49682
2452695,,,55392
2453153,,,68329
2453611,,,88241
2454069,,,107371
2454527,,,121112
2454985,,,121148
2455442,,,105741
2455900,,,83258
2456358,,,65044
2456816,,,50838
2457274,,,43167
2457732,,,40411
2458190,,,39649
2458647,,,41432
2459106,,,49150
2459564,,,76737
2460022,,,147348
2460480,,,252925
2460939,,,436726
2461399,,,672846
2461857,,,866365
2462317,,,973101
2462776,,,962740
2463235,,,801317
2463694,,,503208
2464154,,,247693
2464613,,,122529
2465072,,,73470
2465531,,,56108
2465991,,,49480
2466450,,,46412
2466909,,,44878
2467368,,,43489
2467828,,,42009
2468287,,,40493
2468746,,,38923
2469205,,,36957
2469665,,,35071
2470124,,,33455
2470583,,,32318
2471042,,,31630
2471500,,,31583
2471961,,,32118
2472420,,,33152
2472879,,,34864
2473337,,,37086
2473798,,,38687
2474257,,,39263
2474716,,,38322
2475174,,,36708
2475634,,,34105
2476094,,,32146
2476553,,,31540
2477011,,,31413
2477471,,,31616
2477931,,,31387
2478390,,,30809
2478848,,,29989
2479308,,,29547
2479767,,,29267
2480227,,,29123
2480685,,,29138
2481145,,,29424
2481604,,,29597
2482064,,,30389
2482523,,,31075
2482982,,,31391
2483441,,,31205
2483900,,,30805
2484360,,,30058
2484819,,,29306
2485278,,,29112
2485737,,,29253
2486197,,,30180
2486656,,,32359
2487115,,,35643
2487574,,,39660
2488033,,,44731
2488493,,,48367
2488952,,,50800
2489411,,,51103
2489870,,,50468
2490330,,,48391
2490789,,,47233
2491248,,,47558
2491707,,,47734
2492167,,,46719
2492626,,,45170
2493085,,,43575
2493544,,,41616
2494002,,,39910
2494462,,,38995
2494922,,,38542
2495381,,,37506
2495839,,,35848
2496299,,,33931
2496759,,,32524
2497218,,,32104
2497676,,,32905
2498136,,,34062
2498596,,,34597
2499055,,,33732
2499514,,,32103
2499973,,,30244
2500433,,,29133
2500892,,,29960
2501351,,,32386
2501810,,,35774
2502269,,,38324
2502729,,,39271
2503188,,,37886
2503647,,,34936
2504106,,,32231
2504566,,,30731
2505025,,,30458
2505484,,,31010
2505943,,,32739
2506402,,,34919
2506862,,,38310
2507321,,,42583
2507780,,,47104
2508239,,,50249
2508699,,,52202
2509158,,,51411
2509616,,,49124
2510076,,,47983
2510535,,,49646
2510995,,,56271
2511453,,,66498
2511913,,,75745
2512372,,,78227
2512832,,,72618
2513290,,,61243
2513750,,,49063
2514209,,,39853
2514668,,,34455
2515127,,,31695
2515587,,,30572
2516046,,,30394
2516505,,,30464
2516964,,,30675
2517424,,,30862
2517883,,,30638
2518342,,,31060
2518801,,,32951
2519261,,,37069
2519720,,,43579
2520179,,,49433
2520638,,,51741
2521098,,,50703
2521557,,,46196
2522016,,,40225
2522475,,,35502
2522935,,,32384
2523394,,,30544
2523853,,,28872
2524312,,,27877
2524770,,,27652
2525231,,,27816
2525690,,,28105
2526149,,,28712
2526607,,,29604
2527068,,,30759
2527527,,,31903
2527986,,,33055
2528444,,,34491
2528904,,,36097
2529364,,,36858
2529823,,,37290
2530281,,,36339
2530741,,,34601
2531201,,,32892
2531660,,,31207
2532118,,,30213
2532578,,,29357
2533037,,,28480
2533497,,,27662
2533955,,,27403
2534415,,,27177
2534874,,,27621
2535334,,,28776
2535792,,,31023
2536252,,,34085
2536711,,,38246
2537170,,,42861
2537630,,,46191
2538089,,,48276
2538548,,,51267
2539007,,,60429
2539467,,,89090
2539926,,,157759
2540385,,,288287
2540844,,,467852
2541304,,,665739
2541763,,,838199
2542222,,,874591
2542681,,,791886
2543140,,,584903
2543600,,,341436
2544059,,,170092
2544518,,,90178
2544977,,,59055
2545437,,,47036
2545896,,,42226
2546355,,,39677
2546814,,,38359
2547272,,,38381
2547733,,,38161
2548192,,,38167
2548651,,,37970
2549109,,,37599
2549569,,,36748
2550029,,,35731
2550488,,,34867
2550947,,,34885
2551406,,,35013
2551866,,,34687
2552325,,,34574
2552784,,,34493
2553243,,,34034
2553703,,,33714
2554162,,,34045
2554621,,,35489
2555080,,,37579
2555539,,,39605
2555999,,,41065
2556458,,,41142
2556917,,,40624
2557376,,,39674
2557836,,,38779
2558295,,,37632
2558754,,,36406
2559213,,,35328
2559672,,,34744
2560132,,,34742
2560591,,,34967
2561050,,,34875
2561509,,,34304
2561969,,,33199
2562428,,,31811
2562887,,,31542
2563346,,,31712
2563805,,,32916
2564265,,,34453
2564723,,,36608
2565183,,,39681
2565642,,,43942
2566102,,,48757
2566560,,,53123
2567020,,,55893
2567479,,,56852
2567938,,,55173
2568397,,,54514
2568857,,,53059
2569316,,,51466
2569775,,,50546
2570234,,,50545
2570694,,,50677
2571153,,,51040
2571612,,,51518
2572071,,,52203
2572531,,,52060
2572990,,,50663
2573449,,,48319
2573908,,,46150
2574368,,,43735
2574827,,,42017
2575286,,,41187
2575745,,,41004
2576205,,,42311
2576664,,,44448
2577123,,,45572
2577582,,,45285
2578041,,,43255
2578501,,,40001
2578960,,,36925
2579419,,,35284
2579877,,,35173
2580338,,,36693
2580797,,,37410
2581256,,,37596
2581714,,,37059
2582174,,,35795
2582634,,,34597
2583093,,,34555
2583551,,,34978
2584011,,,36271
2584471,,,37353
2584930,,,38223
2585388,,,39230
2585848,,,40858
2586307,,,43265
2586767,,,45060
2587225,,,45911
2587685,,,46241
2588144,,,46803
2588604,,,49488
2589063,,,55183
2589522,,,63755
2589981,,,72026
2590440,,,76605
2590900,,,71704
2591359,,,62110
2591818,,,51985
2592277,,,43703
2592737,,,38443
2593196,,,35665
2593655,,,34126
2594114,,,33520
2594573,,,33256
2595033,,,33313
2595492,,,33886
2595951,,,34479
2596410,,,35617
2596870,,,38002
2597329,,,41737
2597788,,,46518
2598247,,,50954
2598707,,,52461
2599166,,,51127
2599625,,,47792
2600084,,,43433
2600542,,,39348
2601003,,,36325
2601462,,,34303
2601921,,,32848
2602379,,,32079
2602840,,,31461
2603299,,,31415
2603758,,,30775
2604216,,,30285
2604676,,,30200
2605136,,,30234
2605595,,,30403
2606054,,,30797
2606513,,,31430
2606973,,,31934
2607432,,,32012
2607891,,,32157
2608350,,,32799
2608809,,,33408
2609269,,,33596
2609728,,,32768
2610187,,,32309
2610646,,,31734
2611106,,,31265
2611565,,,30897
2612024,,,30978
2612483,,,31165
2612942,,,31366
2613402,,,31337
2613861,,,31896
2614320,,,32071
2614779,,,32816
2615239,,,33893
2615698,,,37520
2616157,,,48867
2616616,,,78632
2617075,,,149162
2617535,,,267050
2617994,,,421327
2618453,,,587342
2618912,,,683932
2619372,,,676926
2619830,,,554900
2620290,,,374692
2620749,,,213786
2621208,,,118352
2621667,,,73092
2622127,,,54055
2622586,,,45625
2623045,,,41060
2623504,,,38847
2623964,,,37340
2624423,,,36296
2624882,,,35421
2625341,,,34892
2625801,,,34216
2626260,,,34007
2626719,,,34312
2627178,,,34554
2627638,,,34881
2628097,,,35270
2628556,,,35173
2629015,,,35054
2629475,,,34722
2629934,,,34332
2630393,,,34061
2630852,,,34018
2631311,,,34084
2631771,,,34246
2632230,,,34364
2632689,,,34811
2633148,,,35438
2633608,,,36160
2634067,,,37236
2634526,,,37958
2634985,,,38644
2635444,,,38448
2635904,,,38245
2636363,,,37281
2636821,,,36579
2637281,,,35932
2637741,,,35850
2638200,,,36097
2638658,,,36567
2639118,,,37315
2639577,,,37926
2640037,,,38206
2640495,,,38815
2640955,,,39955
2641414,,,42673
2641874,,,45971
2642332,,,48865
2642792,,,50672
2643251,,,51058
2643710,,,50197
2644170,,,48089
2644629,,,45762
2645088,,,44401
2645547,,,43151
2646007,,,42907
2646466,,,42875
2646925,,,42915
2647384,,,43135
2647843,,,43622
2648303,,,43192
2648762,,,42712
2649221,,,41953
2649680,,,41279
2650140,,,40898
2650599,,,39867
2651058,,,39011
2651517,,,38227
2651975,,,38386
2652436,,,38671
2652895,,,38783
2653354,,,38247
2653812,,,37239
2654273,,,35583
2654732,,,34490
2655191,,,34331
2655649,,,35371
2656110,,,37151
2656569,,,38619
2657028,,,39270
2657487,,,38821
2657946,,,37900
2658406,,,36553
2658865,,,35100
2659324,,,34160
2659783,,,33660
2660243,,,33768
2660702,,,34580
2661161,,,35829
2661620,,,37837
2662079,,,40191
2662539,,,41393
2662998,,,42254
2663457,,,42712
2663916,,,44100
2664376,,,48220
2664835,,,56054
2665294,,,63427
2665753,,,67017
2666212,,,64927
2666672,,,59042
2667131,,,52052
2667590,,,45360
2668049,,,40487
2668509,,,37934
2668968,,,36583
2669427,,,36322
2669886,,,36215
2670345,,,36187
2670805,,,36492
2671264,,,36654
2671723,,,36985
2672182,,,38313
2672642,,,41161
2673101,,,45349
2673560,,,49081
2674019,,,50894
2674478,,,50173
2674937,,,47018
2675397,,,43054
2675856,,,40206
2676315,,,38118
2676774,,,36587
2677234,,,35943
2677693,,,36361
2678152,,,37420
2678611,,,38110
2679071,,,38486
2679530,,,37299
2679989,,,35874
2680448,,,33658
2680908,,,32130
2681367,,,30960
2681826,,,30979
2682285,,,31291
2682745,,,31758
2683204,,,31982
2683663,,,32090
2684122,,,32380
2684581,,,32891
2685041,,,33501
2685500,,,34354
2685959,,,34934
2686418,,,35329
2686878,,,35233
2687337,,,34050
2687796,,,33119
2688255,,,32325
2688714,,,31750
2689174,,,31268
2689633,,,31416
2690092,,,33052
2690551,,,39833
2691011,,,61263
2691470,,,111445
2691928,,,207885
2692388,,,343146
2692847,,,472906
2693307,,,566343
2693765,,,559190
2694225,,,476820
2694684,,,340670
2695144,,,208071
2695603,,,127560
2696062,,,88388
2696521,,,69475
2696980,,,60294
2697440,,,54358
2697899,,,49796
2698358,,,45957
2698817,,,42762
2699277,,,40366
2699736,,,38938
2700195,,,37750
2700654,,,32788
2701051,,,31899
2701448,,,31471
2701845,,,31319
2702241,,,31159
2702638,,,31062
2703035,,,31286
2703432,,,31640
2703829,,,32608
2704226,,,33180
2704622,,,33298
2705019,,,33325
2705415,,,33626
2705812,,,34435
2706210,,,35519
2706606,,,36592
2707003,,,38000
2707400,,,38813
2707797,,,39838
2708194,,,40165
2708591,,,39378
2708987,,,38659
2709384,,,37765
2709781,,,37225
2710178,,,36583
2710575,,,36113
2710971,,,36176
2711368,,,36235
2711765,,,36102
2712162,,,35529
2712559,,,35179
2712955,,,34885
2713352,,,35302
2713749,,,36555
2714145,,,38493
2714543,,,41320
2714940,,,45103
2715336,,,48421
2715733,,,50805
2716130,,,52364
2716527,,,52532
2716924,,,50884
2717319,,,49009
2717716,,,46590
2718114,,,43858
2718511,,,41812
2718908,,,39730
2719304,,,38230
2719701,,,37270
2720098,,,36865
2720495,,,36510
2720892,,,36414
2721288,,,36572
2721685,,,36303
2722082,,,35542
2722479,,,34246
2722876,,,33313
2723273,,,32227
2723669,,,31667
2724066,,,30841
2724462,,,30563
2724859,,,30338
2725257,,,30698
2725653,,,31158
2726050,,,31254
2726447,,,31139
2726844,,,31099
2727241,,,30766
2727638,,,30270
2728034,,,30025
2728431,,,30168
2728828,,,30509
2729225,,,31828
2729622,,,33210
2730018,,,34843
2730415,,,35802
2730812,,,35962
2731209,,,35062
2731606,,,33895
2732002,,,32669
2732399,,,31398
2732796,,,30428
2733192,,,29880
2733589,,,30146
2733987,,,31190
2734383,,,32776
2734780,,,34402
2735177,,,35896
2735574,,,36816
2735971,,,37373
2736366,,,38289
2736763,,,39594
2737161,,,42255
2737558,,,46984
2737955,,,53469
2738351,,,59449
2738748,,,62892
2739145,,,62364
2739542,,,56856
2739939,,,50239
2740336,,,44032
2740732,,,38915
2741129,,,35339
2741526,,,32844
2741923,,,31522
2742320,,,30350
2742716,,,29720
2743113,,,29787
2743510,,,30053
2743907,,,30656
2744304,,,31487
2744700,,,32521
2745096,,,34337
2745494,,,36507
2745891,,,39333
2746288,,,41695
2746685,,,43618
2747081,,,43919
2747478,,,43308
2747875,,,41523
2748272,,,39335
2748669,,,37019
2749064,,,35611
2749462,,,34749
2749859,,,33943
2750256,,,33441
2750653,,,32483
2751049,,,31425
2751446,,,30771
2751843,,,29933
2752240,,,29673
2752636,,,29365
2753033,,,29186
2753430,,,29052
2753827,,,29037
2754224,,,28879
2754621,,,28968
2755018,,,28845
2755413,,,28788
2755810,,,28865
2756208,,,28907
2756605,,,29181
2757002,,,29390
2757398,,,29546
2757795,,,29236
2758192,,,29171
2758589,,,29723
2758986,,,30493
2759383,,,31638
2759779,,,32937
2760176,,,33907
2760573,,,34237
2760970,,,33637
2761367,,,32711
2761763,,,31827
2762160,,,32097
2762557,,,34754
2762954,,,43793
2763351,,,66155
2763747,,,112043
2764144,,,185671
2764540,,,278826
2764937,,,370389
2765335,,,446242
2765732,,,453799
2766128,,,393494
2766525,,,302160
2766922,,,209335
2767319,,,140285
2767716,,,97402
2768112,,,73205
2768509,,,61145
2768906,,,54816
2769303,,,50691
2769700,,,47343
2770096,,,44473
2770493,,,41636
2770890,,,39273
2771287,,,37242
2771683,,,35897
2772080,,,34644
2772477,,,33504
2772874,,,32708
2773271,,,31862
2773668,,,31204
2774065,,,30687
2774461,,,30442
2774858,,,30174
2775255,,,29915
2775652,,,29608
2776049,,,29662
2776444,,,29954
2776842,,,30180
2777239,,,31004
2777636,,,31133
2778033,,,31106
2778430,,,31275
2778826,,,31380
2779223,,,31362
2779620,,,30934
2780017,,,31034
2780413,,,31088
2780810,,,30954
2781207,,,30884
2781604,,,30921
2782001,,,31255
2782398,,,31296
2782794,,,31459
2783191,,,31193
2783587,,,30844
2783984,,,30493
2784381,,,30473
2784779,,,31294
2785175,,,32987
2785572,,,35928
2785969,,,39178
2786366,,,43049
2786763,,,46408
2787159,,,48823
2787556,,,49396
2787953,,,48389
2788350,,,46658
2788747,,,44052
2789143,,,42215
2789540,,,40619
2789937,,,39836
2790334,,,39293
2790731,,,39412
2791127,,,39290
2791524,,,38944
2791921,,,38271
2792318,,,37169
2792715,,,35654
2793112,,,34558
2793508,,,33662
2793905,,,33553
2794302,,,33337
2794699,,,33119
2795096,,,32467
2795491,,,31949
2795888,,,31518
2796286,,,31600
2796683,,,32186
2797080,,,32466
2797477,,,32832
2797873,,,32977
2798270,,,32725
2798667,,,32480
2799064,,,32205
2799461,,,31916
2799857,,,32091
2800254,,,32564
2800651,,,33313
2801048,,,33702
2801445,,,33822
2801841,,,33716
2802238,,,33462
2802634,,,33275
2803031,,,33445
2803429,,,34144
2803826,,,34350
2804222,,,35730
2804619,,,37317
2805016,,,39251
2805413,,,41632
2805810,,,44572
2806206,,,47787
2806603,,,49802
2807000,,,50288
2807397,,,48950
2807794,,,47413
2808191,,,48018
2808587,,,50189
2808984,,,53482
2809381,,,55538
2809778,,,56250
2810175,,,54982
2810571,,,52436
2810968,,,49635
2811365,,,46784
2811761,,,44250
2812159,,,41773
2812555,,,39556
2812952,,,37226
2813349,,,35167
2813746,,,33758
2814143,,,33047
2814540,,,32758
2814935,,,32811
2815332,,,33271
2815729,,,33913
2816127,,,35435
2816524,,,37653
2816920,,,39996
2817317,,,41117
2817714,,,41409
2818111,,,40544
2818508,,,38997
2818904,,,37317
2819301,,,35713
2819698,,,34843
2820095,,,34771
2820492,,,35201
2820888,,,35713
2821285,,,36178
2821682,,,36433
2822078,,,36195
2822476,,,35645
2822873,,,34525
2823269,,,33224
2823666,,,32015
2824063,,,31439
2824460,,,31229
2824857,,,30979
2825253,,,30808
2825650,,,30228
2826047,,,29920
2826444,,,29606
2826841,,,29329
2827238,,,29032
2827634,,,28678
2828031,,,28504
2828428,,,28267
2828825,,,28247
2829222,,,28245
2829618,,,28220
2830015,,,28312
2830412,,,28755
2830808,,,29717
2831205,,,30787
2831602,,,32325
2831999,,,34436
2832396,,,38803
2832793,,,48667
2833190,,,69063
2833587,,,109092
2833982,,,165628
2834380,,,238693
2834777,,,303300
2835174,,,339309
2835571,,,340271
2835967,,,304012
2836364,,,241127
2836761,,,171190
2837158,,,119373
2837555,,,86644
2837951,,,67625
2838348,,,56462
2838745,,,50478
2839142,,,46703
2839539,,,44665
2839936,,,44085
2840332,,,44699
2840729,,,45602
2841126,,,46250
2841523,,,45598
2841920,,,43946
2842316,,,41660
2842712,,,38946
2843110,,,36528
2843507,,,34347
2843904,,,32602
2844300,,,31364
2844697,,,30832
2845094,,,30185
2845491,,,29907
2845888,,,29766
2846285,,,29860
2846680,,,30070
2847078,,,30226
2847475,,,30295
2847872,,,30367
2848269,,,30600
2848665,,,30769
2849062,,,30512
2849459,,,30122
2849856,,,29978
2850252,,,29712
2850649,,,29712
2851046,,,29651
2851443,,,29728
2851840,,,29987
2852237,,,30196
2852634,,,30615
2853029,,,31112
2853427,,,31846
2853824,,,33306
2854221,,,35478
2854618,,,37681
2855014,,,40005
2855411,,,42038
2855808,,,43340
2856205,,,43940
2856602,,,44858
2856998,,,45718
2857395,,,46178
2857792,,,46966
2858189,,,46948
2858586,,,46462
2858983,,,44918
2859379,,,42873
2859776,,,41063
2860173,,,39322
2860570,,,37812
2860967,,,36630
2861363,,,35659
2861759,,,35224
2862156,,,34989
2862553,,,34680
2862951,,,34553
2863347,,,34503
2863744,,,34479
2864141,,,35448
2864538,,,37354
2864935,,,41018
2865332,,,45354
2865728,,,50165
2866125,,,53338
2866522,,,54946
2866919,,,53792
2867316,,,51323
2867712,,,46437
2868109,,,41405
2868506,,,38282
2868903,,,36221
2869299,,,35059
2869696,,,33940
2870093,,,32817
2870490,,,31889
2870887,,,30957
2871284,,,30247
2871681,,,29738
2872077,,,29502
2872474,,,29602
2872871,,,30055
2873268,,,30812
2873665,,,31665
2874060,,,32913
2874458,,,34110
2874855,,,34785
2875252,,,35106
2875649,,,35553
2876045,,,36422
2876442,,,38339
2876839,,,41484
2877236,,,44978
2877633,,,48421
2878029,,,50220
2878426,,,49599
2878823,,,47150
2879220,,,43975
2879617,,,41081
2880014,,,38399
2880410,,,36599
2880807,,,35422
2881203,,,34736
2881600,,,34279
2881997,,,33382
2882394,,,32700
2882791,,,31967
2883188,,,31302
2883585,,,31036
2883982,,,31066
2884379,,,31750
2884775,,,33412
2885172,,,35010
2885569,,,36154
2885966,,,36567
2886363,,,36164
2886759,,,35469
2887156,,,34540
2887553,,,33579
2887950,,,32753
2888346,,,32354
2888743,,,32274
2889140,,,32064
2889537,,,32162
2889933,,,31912
2890331,,,31717
2890728,,,31737
2891124,,,31714
2891521,,,31843
2891918,,,31965
2892315,,,32219
2892712,,,32491
2893107,,,32798
2893504,,,33141
2893901,,,33088
2894299,,,32574
2894696,,,31904
2895092,,,31385
2895489,,,31006
2895886,,,30398
2896283,,,30031
2896680,,,29725
2897077,,,29615
2897473,,,29570
2897870,,,29837
2898267,,,30357
2898664,,,31198
2899061,,,32214
2899457,,,33911
2899854,,,36062
2900250,,,40641
2900648,,,50247
2901045,,,70416
2901441,,,104512
2901838,,,147985
2902235,,,192672
2902632,,,229112
2903029,,,239224
2903426,,,219683
2903822,,,184890
2904219,,,143071
2904616,,,107718
2905013,,,81962
2905410,,,64465
2905806,,,53494
2906203,,,46901
2906600,,,42681
2906997,,,40052
2907394,,,38406
2907790,,,37564
2908187,,,36991
2908584,,,36965
2908981,,,36813
2909377,,,37278
2909775,,,37902
2910171,,,38531
2910568,,,38597
2910965,,,38683
2911362,,,38120
2911759,,,36989
2912154,,,35454
2912551,,,33996
2912948,,,32674
2913346,,,31712
2913743,,,31415
2914139,,,31043
2914536,,,30897
2914933,,,30753
2915330,,,30648
2915727,,,30453
2916124,,,30344
2916520,,,30222
2916917,,,29985
2917314,,,29700
2917711,,,29623
2918108,,,29540
2918504,,,29464
2918901,,,29498
2919298,,,29633
2919695,,,29949
2920092,,,30670
2920488,,,32028
2920884,,,33734
2921282,,,35790
2921679,,,37853
2922076,,,39285
2922473,,,40049
2922869,,,40009
2923266,,,39321
2923663,,,38603
2924060,,,37978
2924457,,,37650
2924852,,,37850
2925250,,,38468
2925647,,,39040
2926044,,,40006
2926441,,,41047
2926837,,,41729
2927234,,,41463
2927631,,,40962
2928028,,,40061
2928424,,,39046
2928821,,,38138
2929218,,,37194
2929615,,,36459
2930012,,,35750
2930409,,,35205
2930806,,,34692
2931202,,,34145
2931599,,,33948
2931996,,,34084
2932393,,,34445
2932790,,,34784
2933187,,,35292
2933583,,,35646
2933980,,,36448
2934377,,,37471
2934774,,,38831
2935171,,,40310
2935567,,,41268
2935964,,,41495
2936361,,,40365
2936758,,,38460
2937155,,,36537
2937551,,,34612
2937948,,,32770
2938345,,,31320
2938742,,,30607
2939139,,,30022
2939536,,,29612
2939932,,,29692
2940328,,,30099
2940725,,,30479
2941123,,,30998
2941520,,,31785
2941916,,,33019
2942313,,,34927
2942710,,,37767
2943107,,,40689
2943504,,,44055
2943899,,,46697
2944297,,,48064
2944694,,,47273
2945091,,,45185
2945488,,,42280
2945885,,,39200
2946281,,,36790
2946678,,,35196
2947075,,,33865
2947471,,,33124
2947868,,,32580
2948265,,,32113
2948662,,,31811
2949059,,,31716
2949456,,,31933
2949853,,,32352
2950249,,,32956
2950646,,,33880
2951043,,,34993
2951440,,,36247
2951837,,,37006
2952234,,,37317
2952630,,,37255
2953027,,,36421
2953424,,,35416
2953821,,,34432
2954218,,,33685
2954614,,,33283
2955011,,,32997
2955408,,,32638
2955805,,,32616
2956202,,,32618
2956598,,,32530
2956995,,,32370
2957392,,,32179
2957789,,,32091
2958186,,,32195
2958583,,,32052
2958979,,,31874
2959375,,,31497
2959772,,,31265
2960169,,,31099
2960567,,,31036
2960963,,,31110
2961360,,,31378
2961757,,,31614
2962154,,,32131
2962551,,,32335
2962947,,,32344
2963344,,,32363
2963741,,,32404
2964138,,,32421
2964535,,,32639
2964932,,,32850
2965328,,,33821
2965725,,,35721
2966122,,,40549
2966519,,,50800
2966916,,,68535
2967312,,,96332
2967709,,,132056
2968106,,,162852
2968503,,,183819
2968900,,,184338
2969296,,,166980
2969693,,,136187
2970090,,,107355
2970487,,,83518
2970884,,,67328
2971281,,,56590
2971676,,,49555
2972074,,,45194
2972471,,,42123
2972868,,,40249
2973265,,,38760
2973661,,,37550
2974058,,,36592
2974455,,,35924
2974852,,,35389
2975249,,,34939
2975645,,,34325
2976042,,,34213
2976439,,,34145
2976836,,,34289
2977233,,,34810
2977630,,,35519
2978026,,,35979
2978423,,,36249
2978819,,,36272
2979216,,,35821
2979614,,,35051
2980010,,,34313
2980407,,,33229
2980804,,,32737
2981201,,,31989
2981598,,,31640
2981994,,,31459
2982391,,,31168
2982788,,,30996
2983185,,,30944
2983582,,,30974
2983979,,,30842
2984375,,,30950
2984772,,,31762
2985169,,,32614
2985566,,,33872
2985963,,,35400
2986359,,,36968
2986756,,,38470
2987153,,,39243
2987549,,,39993
2987947,,,40568
2988343,,,40737
2988740,,,40984
2989137,,,40756
2989534,,,40341
2989931,,,39800
2990328,,,38536
2990723,,,37414
2991120,,,36346
2991518,,,35921
2991915,,,35628
2992312,,,35728
2992708,,,36006
2993105,,,36456
2993502,,,37001
2993899,,,37159
2994296,,,37585
2994692,,,37604
2995089,,,37726
2995486,,,37472
2995883,,,37086
2996280,,,36512
2996677,,,36134
2997073,,,35615
2997470,,,35450
2997867,,,35142
2998264,,,34906
2998661,,,34957
2999057,,,35189
2999454,,,35727
2999851,,,36571
3000248,,,37240
3000645,,,37804
3001041,,,37863
3001438,,,37484
3001835,,,36740
3002232,,,35749
3002629,,,34799
3003026,,,34092
3003422,,,33583
3003819,,,33298
3004216,,,33020
3004613,,,33045
3005010,,,33183
3005406,,,33397
3005803,,,33489
3006200,,,33874
3006596,,,34234
3006993,,,35228
3007390,,,36351
3007787,,,37878
3008184,,,39121
3008581,,,40438
3008978,,,40780
3009375,,,40517
3009770,,,39454
3010167,,,38113
3010565,,,36805
3010962,,,35681
3011359,,,34759
3011755,,,34100
3012152,,,33754
3012549,,,33208
3012946,,,32921
3013343,,,32703
3013739,,,32612
3014136,,,32659
3014533,,,32777
3014930,,,33264
3015327,,,33869
3015724,,,34585
3016120,,,35427
3016517,,,35776
3016914,,,35845
3017311,,,35419
3017708,,,34888
3018104,,,34237
3018500,,,33771
3018897,,,33539
3019295,,,33443
3019692,,,33434
3020088,,,33364
3020485,,,33070
3020882,,,32906
3021279,,,32736
3021676,,,32702
3022073,,,32715
3022469,,,32656
3022866,,,32667
3023263,,,32594
3023660,,,32427
3024057,,,32439
3024453,,,32627
3024850,,,32632
3025247,,,32669
3025644,,,32794
3026040,,,32963
3026437,,,33085
3026834,,,33354
3027231,,,33384
3027628,,,33539
3028025,,,33774
3028422,,,34173
3028818,,,34735
3029215,,,35702
3029612,,,37388
3030009,,,40879
3030406,,,47407
3030802,,,58787
3031199,,,75826
3031596,,,95080
3031993,,,111025
3032390,,,119043
3032786,,,115400
3033183,,,106438
3033580,,,93586
3033977,,,79869
3034374,,,68716
3034770,,,60064
3035167,,,54059
3035564,,,49574
3035961,,,46106
3036358,,,43609
3036755,,,41555
3037151,,,40048
3037548,,,38897
3037944,,,38089
3038341,,,37425
3038739,,,36751
3039136,,,36063
3039532,,,35767
3039929,,,35532
3040326,,,35201
3040723,,,35100
3041120,,,35016
3041516,,,34974
3041913,,,35142
3042310,,,35557
3042707,,,36011
3043104,,,36562
3043500,,,36928
3043897,,,37426
3044294,,,37501
3044691,,,37170
3045087,,,36829
3045484,,,36338
3045881,,,35835
3046278,,,35598
3046675,,,35476
3047072,,,35460
3047469,,,35608
3047865,,,36096
3048262,,,36786
3048659,,,37574
3049056,,,38791
3049453,,,39869
3049848,,,40509
3050246,,,41089
3050643,,,41251
3051040,,,41256
3051437,,,40839
3051834,,,40416
3052230,,,39755
3052627,,,39197
3053024,,,38530
3053421,,,38050
3053817,,,37603
3054214,,,37061
3054611,,,36858
3055008,,,36683
3055405,,,36578
3055802,,,36387
3056198,,,36259
3056595,,,36347
3056991,,,36433
3057388,,,36863
3057786,,,36942
3058183,,,36891
3058579,,,36854
3058976,,,36602
3059373,,,36706
3059770,,,36822
3060167,,,36716
3060563,,,36712
3060960,,,36637
3061357,,,36602
3061754,,,36329
3062151,,,36419
3062547,,,36333
3062944,,,36598
3063341,,,36739
3063738,,,36893
3064135,,,37143
3064532,,,37247
3064928,,,37230
3065325,,,37071
3065721,,,36788
3066119,,,36776
3066516,,,36765
3066912,,,36879
3067309,,,37034
3067706,,,37080
3068103,,,37334
3068500,,,37243
3068895,,,37417
3069292,,,37304
3069689,,,37411
